State,District,Id_Indicator,Indicator,NFHS5,NFHS4,Change
Madhya Pradesh,Ujjain,22,Female sterilization (%),56.1,26.1,30
Madhya Pradesh,Ujjain,23,Male sterilization (%),0.4,0.2,0.2
Madhya Pradesh,Ujjain,24,IUD/PPIUD (%),0.9,0.4,0.5
Madhya Pradesh,Ujjain,25,Pill (%),3.1,1.8,1.3
Madhya Pradesh,Ujjain,26,Condom (%),11.8,6,5.800000000000001
Madhya Pradesh,Ujjain,27,Injectables (%),0.1,0,0.1
Madhya Pradesh,Ujjain,28,Total unmet need7 (%),6.4,14.3,-7.9
Madhya Pradesh,Ujjain,29,Unmet need for spacing7 (%),4.2,6.8,-2.5999999999999996
Madhya Pradesh,Ujjain,30,Health worker ever talked to female non-users about family planning (%),18.3,16.4,1.9000000000000021
Madhya Pradesh,Ujjain,31,Current users ever told about side effects of current method8 (%),80.4,43.8,36.60000000000001
Madhya Pradesh,Ujjain,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.3,93.6,3.700000000000003
Madhya Pradesh,Ujjain,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.5,56,28.5
Madhya Pradesh,Ujjain,42,Institutional births (%),97.1,88.8,8.299999999999997
Madhya Pradesh,Ujjain,73,Children under 5 years who are stunted (height-for-age)18 (%),34.7,35.8,-1.0999999999999943
Madhya Pradesh,Ujjain,74,Children under 5 years who are wasted (weight-for-height)18 (%),29.8,19.2,10.600000000000001
Madhya Pradesh,Ujjain,76,Children under 5 years who are underweight (weight-for-age)18 (%),36.2,31.3,4.900000000000002
Madhya Pradesh,Ujjain,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.8,2.9,-0.10000000000000009
Madhya Pradesh,Umaria,1,Female population age 6 years and above who ever attended school (%),68,61.6,6.399999999999999
Madhya Pradesh,Umaria,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",906,1035,-129
Madhya Pradesh,Umaria,15,Women with 10 or more years of schooling (%),26.4,16,10.399999999999999
Madhya Pradesh,Umaria,17,Births in the 5 years preceding the survey that are third or higher order (%),4.3,3.4,0.8999999999999999
Madhya Pradesh,Umaria,20,Any method6 (%),71.2,52.3,18.900000000000006
Madhya Pradesh,Umaria,21,Any modern method6 (%),60.5,48.3,12.200000000000003
Madhya Pradesh,Umaria,22,Female sterilization (%),49.6,44.4,5.200000000000003
Madhya Pradesh,Umaria,23,Male sterilization (%),1.4,0.7,0.7
Madhya Pradesh,Umaria,24,IUD/PPIUD (%),0.8,0.4,0.4
Madhya Pradesh,Umaria,25,Pill (%),0.9,0.5,0.4
Madhya Pradesh,Umaria,26,Condom (%),5.3,2.2,3.0999999999999996
Madhya Pradesh,Umaria,27,Injectables (%),0.1,0,0.1
Madhya Pradesh,Umaria,28,Total unmet need7 (%),5.7,11.7,-5.999999999999999
Madhya Pradesh,Umaria,29,Unmet need for spacing7 (%),2.6,6.1,-3.4999999999999996
Madhya Pradesh,Umaria,30,Health worker ever talked to female non-users about family planning (%),40.5,17.8,22.7
Madhya Pradesh,Umaria,31,Current users ever told about side effects of current method8 (%),82.9,17.2,65.7
Madhya Pradesh,Umaria,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.3,90,6.299999999999997
Madhya Pradesh,Umaria,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.7,64.5,25.200000000000003
Madhya Pradesh,Umaria,42,Institutional births (%),92.2,84.5,7.700000000000003
Madhya Pradesh,Umaria,73,Children under 5 years who are stunted (height-for-age)18 (%),45.3,41.1,4.199999999999996
Madhya Pradesh,Umaria,74,Children under 5 years who are wasted (weight-for-height)18 (%),15.5,27.4,-11.899999999999999
Madhya Pradesh,Umaria,76,Children under 5 years who are underweight (weight-for-age)18 (%),36.6,46.6,-10
Madhya Pradesh,Umaria,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.7,0.3,2.4000000000000004
Madhya Pradesh,Vidisha,1,Female population age 6 years and above who ever attended school (%),69.2,64.2,5
Madhya Pradesh,Vidisha,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",960,1000,-40
Madhya Pradesh,Vidisha,15,Women with 10 or more years of schooling (%),21.7,12.4,9.299999999999999
Madhya Pradesh,Vidisha,17,Births in the 5 years preceding the survey that are third or higher order (%),4.9,6.4,-1.5
Madhya Pradesh,Vidisha,20,Any method6 (%),75.1,23,52.099999999999994
Madhya Pradesh,Vidisha,21,Any modern method6 (%),64.6,22.7,41.89999999999999
Madhya Pradesh,Vidisha,22,Female sterilization (%),44.7,16.1,28.6
Madhya Pradesh,Vidisha,23,Male sterilization (%),0,0,0
Madhya Pradesh,Vidisha,24,IUD/PPIUD (%),1.4,0,1.4
Madhya Pradesh,Vidisha,25,Pill (%),3.4,2.1,1.2999999999999998
Madhya Pradesh,Vidisha,26,Condom (%),13.8,4.5,9.3
Madhya Pradesh,Vidisha,27,Injectables (%),1,0,1
Madhya Pradesh,Vidisha,28,Total unmet need7 (%),5.9,17.9,-11.999999999999998
Madhya Pradesh,Vidisha,29,Unmet need for spacing7 (%),3.4,6.4,-3.0000000000000004
Madhya Pradesh,Vidisha,30,Health worker ever talked to female non-users about family planning (%),28.5,9,19.5
Madhya Pradesh,Vidisha,31,Current users ever told about side effects of current method8 (%),63.8,24,39.8
Madhya Pradesh,Vidisha,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100,89.8,10.200000000000003
Madhya Pradesh,Vidisha,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.8,32.4,55.4
Madhya Pradesh,Vidisha,42,Institutional births (%),90.6,73.3,17.299999999999997
Madhya Pradesh,Vidisha,73,Children under 5 years who are stunted (height-for-age)18 (%),36.5,41.1,-4.600000000000001
Madhya Pradesh,Vidisha,74,Children under 5 years who are wasted (weight-for-height)18 (%),16.6,21.4,-4.799999999999997
Madhya Pradesh,Vidisha,76,Children under 5 years who are underweight (weight-for-age)18 (%),34.4,40.4,-6
Madhya Pradesh,Vidisha,77,Children under 5 years who are overweight (weight-for-height)20 (%),0.3,2.5,-2.2
NCT Delhi,Central,1,Female population age 6 years and above who ever attended school (%),84.4,NA,NA
NCT Delhi,Central,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",994,NA,NA
NCT Delhi,Central,15,Women with 10 or more years of schooling (%),57.1,NA,NA
NCT Delhi,Central,17,Births in the 5 years preceding the survey that are third or higher order (%),0.8,NA,NA
NCT Delhi,Central,20,Any method6 (%),68.5,NA,NA
NCT Delhi,Central,21,Any modern method6 (%),49.8,NA,NA
NCT Delhi,Central,22,Female sterilization (%),17.6,NA,NA
NCT Delhi,Central,23,Male sterilization (%),0.6,NA,NA
NCT Delhi,Central,24,IUD/PPIUD (%),5.7,NA,NA
NCT Delhi,Central,25,Pill (%),2.1,NA,NA
NCT Delhi,Central,26,Condom (%),22.9,NA,NA
NCT Delhi,Central,27,Injectables (%),0.5,NA,NA
NCT Delhi,Central,28,Total unmet need7 (%),9.4,NA,NA
NCT Delhi,Central,29,Unmet need for spacing7 (%),3.3,NA,NA
NCT Delhi,Central,30,Health worker ever talked to female non-users about family planning (%),11.9,NA,NA
NCT Delhi,Central,31,Current users ever told about side effects of current method8 (%),59.8,NA,NA
NCT Delhi,Central,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94,NA,NA
NCT Delhi,Central,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.9,NA,NA
NCT Delhi,Central,42,Institutional births (%),92.2,NA,NA
NCT Delhi,Central,73,Children under 5 years who are stunted (height-for-age)18 (%),33.5,NA,NA
NCT Delhi,Central,74,Children under 5 years who are wasted (weight-for-height)18 (%),13.5,NA,NA
NCT Delhi,Central,76,Children under 5 years who are underweight (weight-for-age)18 (%),25.5,NA,NA
NCT Delhi,Central,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.1,NA,NA
NCT Delhi,East,1,Female population age 6 years and above who ever attended school (%),84.4,NA,NA
NCT Delhi,East,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",820,NA,NA
NCT Delhi,East,15,Women with 10 or more years of schooling (%),57.2,NA,NA
NCT Delhi,East,17,Births in the 5 years preceding the survey that are third or higher order (%),1.9,NA,NA
NCT Delhi,East,20,Any method6 (%),81.9,NA,NA
NCT Delhi,East,21,Any modern method6 (%),60.3,NA,NA
NCT Delhi,East,22,Female sterilization (%),17.3,NA,NA
NCT Delhi,East,23,Male sterilization (%),0,NA,NA
NCT Delhi,East,24,IUD/PPIUD (%),5.8,NA,NA
NCT Delhi,East,25,Pill (%),2.4,NA,NA
NCT Delhi,East,26,Condom (%),32.8,NA,NA
NCT Delhi,East,27,Injectables (%),0,NA,NA
NCT Delhi,East,28,Total unmet need7 (%),2.6,NA,NA
NCT Delhi,East,29,Unmet need for spacing7 (%),0.7,NA,NA
NCT Delhi,East,30,Health worker ever talked to female non-users about family planning (%),23.3,NA,NA
NCT Delhi,East,31,Current users ever told about side effects of current method8 (%),87.6,NA,NA
NCT Delhi,East,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.6,NA,NA
NCT Delhi,East,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),90,NA,NA
NCT Delhi,East,42,Institutional births (%),92.6,NA,NA
NCT Delhi,East,73,Children under 5 years who are stunted (height-for-age)18 (%),35.2,NA,NA
NCT Delhi,East,74,Children under 5 years who are wasted (weight-for-height)18 (%),15.7,NA,NA
NCT Delhi,East,76,Children under 5 years who are underweight (weight-for-age)18 (%),29.9,NA,NA
NCT Delhi,East,77,Children under 5 years who are overweight (weight-for-height)20 (%),6.1,NA,NA
NCT Delhi,New Delhi,1,Female population age 6 years and above who ever attended school (%),85.9,NA,NA
NCT Delhi,New Delhi,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",898,NA,NA
NCT Delhi,New Delhi,15,Women with 10 or more years of schooling (%),57.9,NA,NA
NCT Delhi,New Delhi,17,Births in the 5 years preceding the survey that are third or higher order (%),0,NA,NA
NCT Delhi,New Delhi,20,Any method6 (%),77,NA,NA
NCT Delhi,New Delhi,21,Any modern method6 (%),59.9,NA,NA
NCT Delhi,New Delhi,22,Female sterilization (%),17.8,NA,NA
NCT Delhi,New Delhi,23,Male sterilization (%),0.3,NA,NA
NCT Delhi,New Delhi,24,IUD/PPIUD (%),7.3,NA,NA
NCT Delhi,New Delhi,25,Pill (%),2.6,NA,NA
NCT Delhi,New Delhi,26,Condom (%),30.8,NA,NA
NCT Delhi,New Delhi,27,Injectables (%),0,NA,NA
NCT Delhi,New Delhi,28,Total unmet need7 (%),5.3,NA,NA
NCT Delhi,New Delhi,29,Unmet need for spacing7 (%),1.8,NA,NA
NCT Delhi,New Delhi,30,Health worker ever talked to female non-users about family planning (%),16.4,NA,NA
NCT Delhi,New Delhi,31,Current users ever told about side effects of current method8 (%),66.7,NA,NA
NCT Delhi,New Delhi,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,NA,NA
NCT Delhi,New Delhi,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.4,NA,NA
NCT Delhi,New Delhi,42,Institutional births (%),91.8,NA,NA
NCT Delhi,New Delhi,73,Children under 5 years who are stunted (height-for-age)18 (%),27.4,NA,NA
NCT Delhi,New Delhi,74,Children under 5 years who are wasted (weight-for-height)18 (%),6.8,NA,NA
NCT Delhi,New Delhi,76,Children under 5 years who are underweight (weight-for-age)18 (%),20.7,NA,NA
NCT Delhi,New Delhi,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.7,NA,NA
NCT Delhi,North,1,Female population age 6 years and above who ever attended school (%),82.7,NA,NA
NCT Delhi,North,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",936,NA,NA
NCT Delhi,North,15,Women with 10 or more years of schooling (%),59.8,NA,NA
NCT Delhi,North,17,Births in the 5 years preceding the survey that are third or higher order (%),0.6,NA,NA
NCT Delhi,North,20,Any method6 (%),79,NA,NA
NCT Delhi,North,21,Any modern method6 (%),57.8,NA,NA
NCT Delhi,North,22,Female sterilization (%),12.9,NA,NA
NCT Delhi,North,23,Male sterilization (%),0.3,NA,NA
NCT Delhi,North,24,IUD/PPIUD (%),6.8,NA,NA
NCT Delhi,North,25,Pill (%),1.7,NA,NA
NCT Delhi,North,26,Condom (%),34.2,NA,NA
NCT Delhi,North,27,Injectables (%),0.2,NA,NA
NCT Delhi,North,28,Total unmet need7 (%),5.1,NA,NA
NCT Delhi,North,29,Unmet need for spacing7 (%),1.7,NA,NA
NCT Delhi,North,30,Health worker ever talked to female non-users about family planning (%),20.5,NA,NA
NCT Delhi,North,31,Current users ever told about side effects of current method8 (%),72.4,NA,NA
NCT Delhi,North,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.3,NA,NA
NCT Delhi,North,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),82.6,NA,NA
NCT Delhi,North,42,Institutional births (%),89.2,NA,NA
NCT Delhi,North,73,Children under 5 years who are stunted (height-for-age)18 (%),38.7,NA,NA
NCT Delhi,North,74,Children under 5 years who are wasted (weight-for-height)18 (%),8.8,NA,NA
NCT Delhi,North,76,Children under 5 years who are underweight (weight-for-age)18 (%),21.8,NA,NA
NCT Delhi,North,77,Children under 5 years who are overweight (weight-for-height)20 (%),6.2,NA,NA
NCT Delhi,North East,1,Female population age 6 years and above who ever attended school (%),84.2,NA,NA
NCT Delhi,North East,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",878,NA,NA
NCT Delhi,North East,15,Women with 10 or more years of schooling (%),62.9,NA,NA
NCT Delhi,North East,17,Births in the 5 years preceding the survey that are third or higher order (%),0.7,NA,NA
NCT Delhi,North East,20,Any method6 (%),80,NA,NA
NCT Delhi,North East,21,Any modern method6 (%),60.5,NA,NA
NCT Delhi,North East,22,Female sterilization (%),18.8,NA,NA
NCT Delhi,North East,23,Male sterilization (%),0.1,NA,NA
NCT Delhi,North East,24,IUD/PPIUD (%),7.7,NA,NA
NCT Delhi,North East,25,Pill (%),2.4,NA,NA
NCT Delhi,North East,26,Condom (%),28.8,NA,NA
NCT Delhi,North East,27,Injectables (%),0.6,NA,NA
NCT Delhi,North East,28,Total unmet need7 (%),5.3,NA,NA
NCT Delhi,North East,29,Unmet need for spacing7 (%),1.6,NA,NA
NCT Delhi,North East,30,Health worker ever talked to female non-users about family planning (%),17.8,NA,NA
NCT Delhi,North East,31,Current users ever told about side effects of current method8 (%),58,NA,NA
NCT Delhi,North East,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,NA,NA
NCT Delhi,North East,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.1,NA,NA
NCT Delhi,North East,42,Institutional births (%),94,NA,NA
NCT Delhi,North East,73,Children under 5 years who are stunted (height-for-age)18 (%),26.9,NA,NA
NCT Delhi,North East,74,Children under 5 years who are wasted (weight-for-height)18 (%),10.9,NA,NA
NCT Delhi,North East,76,Children under 5 years who are underweight (weight-for-age)18 (%),22.8,NA,NA
NCT Delhi,North East,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.2,NA,NA
NCT Delhi,North West,1,Female population age 6 years and above who ever attended school (%),80.8,NA,NA
NCT Delhi,North West,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1084,NA,NA
NCT Delhi,North West,15,Women with 10 or more years of schooling (%),53.9,NA,NA
NCT Delhi,North West,17,Births in the 5 years preceding the survey that are third or higher order (%),1,NA,NA
NCT Delhi,North West,20,Any method6 (%),57.4,NA,NA
NCT Delhi,North West,21,Any modern method6 (%),47.3,NA,NA
NCT Delhi,North West,22,Female sterilization (%),17.7,NA,NA
NCT Delhi,North West,23,Male sterilization (%),0.1,NA,NA
NCT Delhi,North West,24,IUD/PPIUD (%),6.6,NA,NA
NCT Delhi,North West,25,Pill (%),3.2,NA,NA
NCT Delhi,North West,26,Condom (%),17.8,NA,NA
NCT Delhi,North West,27,Injectables (%),1.1,NA,NA
NCT Delhi,North West,28,Total unmet need7 (%),15.7,NA,NA
NCT Delhi,North West,29,Unmet need for spacing7 (%),5.8,NA,NA
NCT Delhi,North West,30,Health worker ever talked to female non-users about family planning (%),13.1,NA,NA
NCT Delhi,North West,31,Current users ever told about side effects of current method8 (%),82.4,NA,NA
NCT Delhi,North West,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),85.6,NA,NA
NCT Delhi,North West,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),68.9,NA,NA
NCT Delhi,North West,42,Institutional births (%),89.7,NA,NA
NCT Delhi,North West,73,Children under 5 years who are stunted (height-for-age)18 (%),25,NA,NA
NCT Delhi,North West,74,Children under 5 years who are wasted (weight-for-height)18 (%),8.9,NA,NA
NCT Delhi,North West,76,Children under 5 years who are underweight (weight-for-age)18 (%),17.4,NA,NA
NCT Delhi,North West,77,Children under 5 years who are overweight (weight-for-height)20 (%),2.9,NA,NA
NCT Delhi,Shahdara,1,Female population age 6 years and above who ever attended school (%),83.1,NA,NA
NCT Delhi,Shahdara,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",976,NA,NA
NCT Delhi,Shahdara,15,Women with 10 or more years of schooling (%),58.4,NA,NA
NCT Delhi,Shahdara,17,Births in the 5 years preceding the survey that are third or higher order (%),1.9,NA,NA
NCT Delhi,Shahdara,20,Any method6 (%),78,NA,NA
NCT Delhi,Shahdara,21,Any modern method6 (%),56.1,NA,NA
NCT Delhi,Shahdara,22,Female sterilization (%),14.9,NA,NA
NCT Delhi,Shahdara,23,Male sterilization (%),0,NA,NA
NCT Delhi,Shahdara,24,IUD/PPIUD (%),5.6,NA,NA
NCT Delhi,Shahdara,25,Pill (%),2.7,NA,NA
NCT Delhi,Shahdara,26,Condom (%),30.2,NA,NA
NCT Delhi,Shahdara,27,Injectables (%),0.4,NA,NA
NCT Delhi,Shahdara,28,Total unmet need7 (%),4.6,NA,NA
NCT Delhi,Shahdara,29,Unmet need for spacing7 (%),2.1,NA,NA
NCT Delhi,Shahdara,30,Health worker ever talked to female non-users about family planning (%),22.1,NA,NA
NCT Delhi,Shahdara,31,Current users ever told about side effects of current method8 (%),79.3,NA,NA
NCT Delhi,Shahdara,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.6,NA,NA
